,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,TEAM_ABBREVIATION,TEAM_ID,OPP_TEAM,OPP_TEAMID,Home_Away,POSITION,Primary_Guard,Primary_Forward,Primary_Center,Is_Guard,Is_Forward,Is_Center,AGE,HEIGHT,WEIGHT,TEAM_W,TEAM_L,PPG,L5_W,L5_L,L5_PPG,OPP_TEAM_W,OPP_TEAM_L,OPP_PPG_ALLOWED,OPP_L5_W,OPP_L5_L,OPP_L5_PPG,MA_PLUS_MINUS,AVG_PLUS_MINUS,MA_PTS,AVG_PTS,VS_PTS,MA_FGM,AVG_FGM,VS_FGM,MA_FGA,AVG_FGA,VS_FGA,MA_FG_PCT,AVG_FG_PCT,VS_FG_PCT,MA_FG3M,AVG_FG3M,VS_FG3M,MA_FG3A,AVG_FG3A,VS_FG3A,MA_FG3_PCT,AVG_FG3_PCT,VS_FG3_PCT,MA_FTM,AVG_FTM,VS_FTM,MA_FTA,AVG_FTA,VS_FTA,MA_FT_PCT,AVG_FT_PCT,VS_FT_PCT,MA_OREB,AVG_OREB,VS_OREB,MA_STL,AVG_STL,VS_STL,MA_MIN,AVG_MIN,VS_MIN,target
38,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,22024,1629027,22400602,"JAN 20, 2025",ATL @ NYK,L,35,8,22,0.364,6,12,0.5,5,6,0.833,1,2,3,6,3,1,9,4,27,-5,1,ATL,1610612737,NYK,1610612752,0,G,1,0,0,1,0,0,26.0,73,164,22,19,117.2,4,1,118.0,27,16,111.1,2,3,116.8,-0.6,1.0,29.0,23.2,22.5,8.75,7.026315789473684,7.5,21.25,17.42105263157895,21.5,0.412,0.403,0.349,3.25,2.9473684210526314,2.5,9.0,8.578947368421053,8.5,0.361,0.344,0.294,8.25,6.2105263157894735,5.0,9.5,7.131578947368421,6.0,0.868,0.871,0.833,0.5,0.5263157894736842,1.0,1.5,1.32,1.5,36.84583333333333,35.854824550000004,35.825,1
39,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,22024,1629027,22400612,"JAN 22, 2025",ATL vs. DET,L,40,5,13,0.385,1,4,0.25,2,4,0.5,0,2,2,9,2,0,5,3,13,-5,1,ATL,1610612737,DET,1610612765,1,G,1,0,0,1,0,0,26.0,73,164,22,20,117.0,3,2,115.2,22,21,113.1,3,2,115.0,-2.4,0.8461538461538461,29.8,23.3,35.0,9.25,7.051282051282051,11.0,22.75,17.53846153846154,25.0,0.407,0.402,0.44,4.0,3.025641025641025,6.0,9.5,8.666666666666666,12.0,0.421,0.349,0.5,7.25,6.17948717948718,7.0,8.5,7.102564102564102,8.0,0.853,0.87,0.875,0.75,0.5384615384615384,0.0,2.25,1.36,2.0,36.54166666666666,35.841880333333336,41.0,0
40,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,22024,1629027,22400623,"JAN 23, 2025",ATL vs. TOR,L,39,7,19,0.368,2,8,0.25,2,4,0.5,0,1,1,13,0,0,3,1,18,-8,1,ATL,1610612737,TOR,1610612761,1,G,1,0,0,1,0,0,26.0,73,164,22,21,116.7,3,2,113.0,11,32,117.9,3,2,109.8,-1.0,0.7,27.8,23.1,34.0,9.0,7.0,10.0,22.25,17.425,21.0,0.404,0.402,0.476,4.0,2.975,7.0,9.5,8.55,13.0,0.421,0.348,0.538,5.75,6.075,7.0,7.25,7.025,7.0,0.793,0.865,1.0,0.75,0.525,0.0,2.5,1.38,1.0,38.1125,35.94875,32.4,0
41,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,22024,1629027,22400639,"JAN 25, 2025",ATL vs. TOR,L,38,5,12,0.417,1,4,0.25,5,8,0.625,1,3,4,4,0,0,11,2,16,-28,1,ATL,1610612737,TOR,1610612761,1,G,1,0,0,1,0,0,26.0,73,164,22,22,116.8,2,3,112.4,12,32,118.0,4,1,111.4,-8.6,0.4878048780487805,21.5,22.9,26.0,7.5,7.0,8.5,19.25,17.463414634146343,20.0,0.39,0.401,0.425,3.0,2.951219512195122,4.5,8.5,8.536585365853659,10.5,0.353,0.346,0.429,3.5,5.975609756097561,4.5,4.75,6.951219512195122,5.5,0.737,0.86,0.818,0.25,0.5121951219512195,0.0,1.75,1.34,0.5,38.37916666666667,36.02764226666667,35.791666666666664,0
42,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,22024,1629027,22400532,"JAN 28, 2025",ATL vs. HOU,L,34,7,16,0.438,2,9,0.222,5,5,1.0,1,2,3,9,0,0,8,2,21,4,1,ATL,1610612737,HOU,1610612745,1,G,1,0,0,1,0,0,26.0,73,164,22,24,115.8,0,5,103.8,31,14,108.4,4,1,115.8,-8.4,-0.1904761904761904,18.5,22.8,22.8,6.25,6.9523809523809526,6.9523809523809526,16.5,17.333333333333332,17.333333333333332,0.379,0.401,0.401,2.5,2.9047619047619047,2.9047619047619047,7.0,8.428571428571429,8.428571428571429,0.357,0.345,0.345,3.5,5.9523809523809526,5.9523809523809526,5.5,6.976190476190476,6.976190476190476,0.636,0.853,0.853,0.5,0.5238095238095238,0.5238095238095238,1.25,1.31,1.31,38.2,36.0781746,36.0781746,0
43,43.0,43.0,43.0,43.0,43.0,43.0,43.0,,22024,1629027,22400675,"JAN 30, 2025",ATL @ CLE,L,32,5,16,0.313,2,8,0.25,3,4,0.75,0,1,1,10,1,0,2,1,15,-9,1,ATL,1610612737,CLE,1610612739,0,G,1,0,0,1,0,0,26.0,73,164,22,25,115.3,0,5,101.0,38,9,112.0,2,3,120.8,-9.2,-0.0930232558139534,17.0,22.7,20.5,6.0,6.953488372093023,6.5,15.0,17.302325581395348,15.0,0.4,0.402,0.433,1.5,2.883720930232558,2.5,6.25,8.44186046511628,9.0,0.24,0.342,0.278,3.5,5.930232558139535,5.0,5.25,6.930232558139535,5.0,0.667,0.856,1.0,0.5,0.5348837209302325,0.0,0.5,1.28,0.0,37.97083333333333,36.03992246666667,35.81666666666667,0
44,44.0,44.0,44.0,44.0,44.0,44.0,,,22024,1629027,22400686,"FEB 01, 2025",ATL @ IND,L,37,11,26,0.423,5,15,0.333,7,7,1.0,0,3,3,17,2,0,5,2,34,2,1,ATL,1610612737,IND,1610612754,0,G,1,0,0,1,0,0,26.0,73,164,22,26,115.3,0,5,103.2,26,20,114.8,4,1,121.0,-7.8,-0.2954545454545454,17.5,22.5,22.5,6.0,6.909090909090909,6.909090909090909,15.75,17.272727272727273,17.272727272727273,0.381,0.4,0.4,1.75,2.863636363636364,2.863636363636364,7.25,8.431818181818182,8.431818181818182,0.241,0.34,0.34,3.75,5.863636363636363,5.863636363636363,5.25,6.863636363636363,6.863636363636363,0.714,0.854,0.854,0.5,0.5227272727272727,0.5227272727272727,0.25,1.27,1.27,35.90416666666667,35.94469696666667,35.94469696666667,1
45,45.0,45.0,45.0,45.0,45.0,,,,22024,1629027,22400701,"FEB 03, 2025",ATL @ DET,W,35,9,16,0.563,4,8,0.5,12,14,0.857,0,0,0,9,0,0,5,5,34,-11,1,ATL,1610612737,DET,1610612765,0,G,1,0,0,1,0,0,26.0,73,164,22,27,115.6,0,5,104.8,25,24,113.3,2,3,113.4,-8.4,-0.2444444444444444,21.5,22.8,24.0,7.0,7.0,8.0,17.5,17.466666666666665,19.0,0.4,0.401,0.421,2.5,2.911111111111111,3.5,9.0,8.577777777777778,8.0,0.278,0.339,0.438,5.0,5.888888888888889,4.5,6.0,6.866666666666666,6.0,0.833,0.858,0.75,0.5,0.5111111111111111,0.0,0.75,1.29,2.0,35.34166666666667,35.96666666666667,40.55833333333333,1
46,46.0,46.0,46.0,46.0,,,,,22024,1629027,22400719,"FEB 05, 2025",ATL vs. SAS,L,43,10,21,0.476,3,11,0.273,9,11,0.818,0,2,2,12,1,0,9,1,32,4,1,ATL,1610612737,SAS,1610612759,1,G,1,0,0,1,0,0,26.0,73,164,23,27,115.9,1,4,112.4,21,26,114.0,1,4,114.0,-2.0,-0.4782608695652174,24.0,23.0,23.0,7.4,7.043478260869565,7.0,17.2,17.434782608695652,16.0,0.43,0.404,0.438,2.8,2.9347826086956523,3.0,8.8,8.565217391304348,6.0,0.318,0.343,0.5,6.4,6.021739130434782,6.0,7.6,7.021739130434782,8.0,0.842,0.858,0.75,0.4,0.5,0.0,0.6,1.26,3.0,35.26,35.94420288333333,36.66666666666666,1
47,47.0,47.0,47.0,,,,,,22024,1629027,22400736,"FEB 07, 2025",ATL vs. MIL,W,35,9,22,0.409,2,8,0.25,4,5,0.8,0,3,3,7,2,0,2,1,24,-5,1,ATL,1610612737,MIL,1610612749,1,G,1,0,0,1,0,0,26.0,73,164,23,28,116.1,1,4,119.0,27,22,112.6,1,4,111.4,-3.8,-0.3829787234042553,27.2,23.2,26.0,8.4,7.1063829787234045,7.5,19.0,17.51063829787234,18.5,0.442,0.406,0.405,3.2,2.936170212765957,1.5,10.2,8.617021276595745,7.0,0.314,0.341,0.214,7.2,6.085106382978723,9.5,8.2,7.1063829787234045,11.5,0.878,0.856,0.826,0.2,0.4893617021276595,1.0,0.8,1.26,0.0,36.21666666666667,36.0929078,37.49166666666667,1
48,48.0,48.0,,,,,,,22024,1629027,22400744,"FEB 08, 2025",ATL @ WAS,W,35,13,26,0.5,5,14,0.357,4,4,1.0,1,1,2,14,0,0,6,3,35,36,1,ATL,1610612737,WAS,1610612764,0,G,1,0,0,1,0,0,26.0,73,164,24,28,116.1,2,3,122.8,9,42,121.5,3,2,113.6,5.2,-0.4791666666666667,27.8,23.3,22.3,8.8,7.145833333333333,6.333333333333333,20.2,17.604166666666668,20.33333333333333,0.436,0.406,0.311,3.2,2.9166666666666665,3.333333333333333,10.0,8.604166666666666,10.666666666666666,0.32,0.339,0.313,7.0,6.041666666666667,6.333333333333333,8.2,7.0625,6.666666666666667,0.854,0.855,0.95,0.0,0.4791666666666667,0.6666666666666666,1.2,1.27,1.0,36.31333333333333,36.068402766666665,36.4111111,1
49,49.0,,,,,,,,22024,1629027,22400756,"FEB 10, 2025",ATL @ ORL,W,37,6,17,0.353,1,8,0.125,6,7,0.857,1,4,5,8,1,0,9,1,19,2,1,ATL,1610612737,ORL,1610612753,0,G,1,0,0,1,0,0,26.0,73,164,25,28,116.2,3,2,124.8,26,28,105.7,2,3,106.0,5.2,0.2653061224489796,31.8,23.5,23.5,10.4,7.26530612244898,7.26530612244898,22.2,17.775510204081634,17.775510204081634,0.468,0.409,0.409,3.8,2.959183673469388,2.959183673469388,11.2,8.714285714285714,8.714285714285714,0.339,0.34,0.34,7.2,6.0,6.0,8.2,7.0,7.0,0.878,0.857,0.857,0.2,0.4897959183673469,0.4897959183673469,1.0,1.24,1.24,36.93666666666667,36.04591836666667,36.04591836666667,0
50,,,,,,,,,22024,1629027,0022400773,"FEB 12, 2025",ATL @ NYK,L,44,11,29,0.379,4,11,0.364,12,14,0.857,0,1,1,19,0,0,8,2,38,0,1,ATL,1610612737,NYK,1610612752,0,G,1,0,0,1,0,0,26.0,73,164,26,28,116.1,4,1,121.8,35,18,111.8,3,2,117.8,7.4,0.3,28.8,23.4,24.0,9.4,7.24,7.666666666666667,20.4,17.76,21.666666666666668,0.461,0.408,0.354,3.0,2.92,3.6666666666666665,9.8,8.7,9.666666666666666,0.306,0.336,0.379,7.0,6.0,5.0,8.2,7.0,6.0,0.854,0.857,0.833,0.4,0.5,1.0,0.8,1.24,2.0,36.86666666666667,36.056666666666665,35.666666666666664,1
